XAUUSD Historical Data
Date,Open,High,Low,Close,Change(Pips),Change(%)
09/15/2021 00:00,1803.78,1806.44,1789.8,1794.9,-888,-0.49,
09/14/2021 00:00,1792.3,1808.41,1782.5,1803.71,1141,0.63,
09/13/2021 00:00,1791.47,1797.93,1789.71,1792.85,138,0.08,
09/10/2021 00:00,1794.67,1803.7,1786.9,1787.27,-740,-0.41,
09/09/2021 00:00,1790.48,1800.69,1783.81,1794.72,424,0.24,
09/08/2021 00:00,1795.46,1801.93,1782.71,1790.74,-472,-0.26,
09/07/2021 00:00,1823.41,1827.17,1792.11,1795.48,-2793,-1.56,
09/06/2021 00:00,1827.79,1828.37,1820.8,1823.69,-410,-0.22,
09/03/2021 00:00,1809.28,1833.83,1808.2,1826.82,1754,0.96,
09/02/2021 00:00,1813.03,1817.05,1805.11,1809.28,-375,-0.21,
09/01/2021 00:00,1814.49,1819.79,1807.71,1813.02,-147,-0.08,
08/31/2021 00:00,1810.31,1819.13,1801.9,1814.32,401,0.22,
08/30/2021 00:00,1818.61,1822.89,1807.1,1810.47,-814,-0.45,
08/27/2021 00:00,1793.27,1819.21,1787.81,1817.49,2422,1.33,
08/26/2021 00:00,1791.35,1798.18,1780.12,1793.56,221,0.12,
08/25/2021 00:00,1801.62,1802.56,1783.47,1791.65,-997,-0.56,
08/24/2021 00:00,1804.8,1809.32,1800.19,1801.69,-311,-0.17,
08/23/2021 00:00,1778.29,1806.21,1776.1,1804.62,2633,1.46,
08/20/2021 00:00,1779.08,1788.21,1778.4,1781.38,230,0.13,
08/19/2021 00:00,1787.0,1791.68,1773.51,1778.74,-826,-0.46,
08/18/2021 00:00,1786.04,1793.67,1777.44,1787.5,146,0.08,
08/17/2021 00:00,1787.5,1795.22,1780.46,1785.97,-153,-0.09,
08/16/2021 00:00,1778.39,1789.11,1770.3,1787.32,893,0.50,
08/13/2021 00:00,1753.51,1779.8,1751.5,1778.83,2532,1.42,
08/12/2021 00:00,1752.36,1758.06,1741.0,1753.59,123,0.07,
08/11/2021 00:00,1726.8,1754.07,1723.7,1752.11,2531,1.44,
08/10/2021 00:00,1731.89,1738.14,1717.74,1726.81,-508,-0.29,
08/09/2021 00:00,1717.82,1752.1,1706.47,1731.29,1347,0.78,
08/06/2021 00:00,1803.25,1803.69,1758.3,1763.29,-3996,-2.27,
08/05/2021 00:00,1811.45,1814.79,1798.03,1803.28,-817,-0.45,
08/04/2021 00:00,1810.89,1831.48,1806.41,1811.69,80,0.04,
08/03/2021 00:00,1812.52,1814.45,1807.25,1810.94,-158,-0.09,
08/02/2021 00:00,1813.5,1819.47,1805.6,1812.41,-109,-0.06,
07/30/2021 00:00,1829.79,1831.12,1808.9,1812.55,-1724,-0.95,
07/29/2021 00:00,1809.38,1832.55,1808.47,1830.07,2069,1.13,
07/28/2021 00:00,1799.69,1810.22,1794.37,1809.24,955,0.53,
07/27/2021 00:00,1797.4,1805.06,1793.29,1800.0,260,0.14,
07/26/2021 00:00,1799.97,1811.27,1795.8,1797.46,-251,-0.14,
07/23/2021 00:00,1807.07,1810.12,1791.22,1801.3,-577,-0.32,
07/22/2021 00:00,1802.49,1808.45,1792.51,1807.22,473,0.26,
07/21/2021 00:00,1809.57,1813.69,1794.58,1802.44,-713,-0.40,
07/20/2021 00:00,1811.59,1824.67,1804.84,1809.56,-203,-0.11,
07/19/2021 00:00,1815.01,1817.24,1794.9,1811.17,-384,-0.21,
07/16/2021 00:00,1829.34,1831.23,1809.31,1811.64,-1770,-0.98,
07/15/2021 00:00,1826.1,1833.66,1820.24,1829.43,333,0.18,
07/14/2021 00:00,1805.91,1829.71,1804.22,1826.23,2032,1.11,
07/13/2021 00:00,1807.59,1816.67,1799.19,1805.82,-177,-0.10,
07/12/2021 00:00,1806.32,1809.43,1791.84,1806.95,63,0.03,
07/09/2021 00:00,1803.87,1812.38,1796.53,1807.89,402,0.22,
07/08/2021 00:00,1803.29,1818.0,1793.9,1803.75,46,0.03,
07/07/2021 00:00,1795.28,1809.5,1793.41,1803.22,794,0.44,
07/06/2021 00:00,1790.85,1814.89,1789.89,1795.68,483,0.27,
07/05/2021 00:00,1786.68,1794.0,1783.8,1791.15,447,0.25,
07/02/2021 00:00,1775.38,1794.73,1774.22,1786.85,1147,0.64,
07/01/2021 00:00,1768.24,1782.66,1765.41,1775.46,722,0.41,
06/30/2021 00:00,1761.22,1774.26,1753.25,1767.98,676,0.38,
06/29/2021 00:00,1778.12,1778.84,1751.18,1761.53,-1659,-0.94,
06/28/2021 00:00,1781.7,1782.44,1770.1,1777.95,-375,-0.21,
06/25/2021 00:00,1775.01,1789.89,1773.1,1780.29,528,0.30,
06/24/2021 00:00,1777.46,1787.88,1772.64,1775.17,-229,-0.13,
06/23/2021 00:00,1777.46,1794.68,1773.4,1777.19,-27,-0.02,
06/22/2021 00:00,1783.31,1789.89,1772.65,1777.38,-593,-0.33,
06/21/2021 00:00,1769.0,1787.21,1766.56,1783.4,1440,0.81,
06/18/2021 00:00,1776.49,1796.74,1761.06,1763.31,-1318,-0.75,
06/17/2021 00:00,1818.18,1825.25,1767.91,1776.48,-4170,-2.35,
06/16/2021 00:00,1857.85,1861.4,1806.41,1818.52,-3933,-2.16,
06/15/2021 00:00,1866.65,1869.13,1851.3,1857.9,-875,-0.47,
06/14/2021 00:00,1873.24,1873.88,1844.47,1866.89,-635,-0.34,
06/11/2021 00:00,1898.33,1902.87,1874.21,1876.48,-2185,-1.16,
06/10/2021 00:00,1888.38,1899.95,1876.6,1898.34,996,0.52,
06/09/2021 00:00,1893.19,1898.4,1887.3,1888.72,-447,-0.24,
06/08/2021 00:00,1898.56,1903.17,1884.37,1893.26,-530,-0.28,
06/07/2021 00:00,1889.65,1900.07,1881.49,1898.58,893,0.47,
06/04/2021 00:00,1870.87,1895.83,1857.56,1890.58,1971,1.04,
06/03/2021 00:00,1907.79,1909.4,1865.36,1870.69,-3710,-1.98,
06/02/2021 00:00,1898.88,1909.53,1894.21,1907.65,877,0.46,
06/01/2021 00:00,1908.21,1916.37,1892.31,1898.69,-952,-0.50,
05/31/2021 00:00,1903.95,1910.55,1901.78,1907.93,398,0.21,
05/28/2021 00:00,1897.57,1904.94,1882.77,1904.0,643,0.34,
05/27/2021 00:00,1895.83,1903.43,1888.35,1897.78,195,0.10,
05/26/2021 00:00,1898.24,1912.46,1890.76,1895.8,-244,-0.13,
05/25/2021 00:00,1876.71,1900.18,1871.5,1898.07,2136,1.13,
05/24/2021 00:00,1880.93,1885.32,1877.0,1877.27,-366,-0.19,
05/21/2021 00:00,1873.95,1889.27,1868.11,1881.67,772,0.41,
05/20/2021 00:00,1865.7,1883.41,1861.24,1873.9,820,0.44,
05/19/2021 00:00,1869.97,1889.59,1851.8,1865.38,-459,-0.25,
05/18/2021 00:00,1868.64,1874.81,1863.09,1870.02,138,0.07,
